GRID_ID,CATEGORIA,ANO,MES,CRIMES,HISTORICO_1,PREVISAO_IA
6gy9zu,motorista,2024.0,2.0,2,2.0,2.23
6gy9zu,motorista,2024.0,3.0,1,2.0,2.37
6gy9zu,motorista,2024.0,5.0,2,1.0,1.61
6gy9zu,motorista,2024.0,6.0,2,2.0,2.17
6gy9zv,motorista,2023.0,1.0,1,0.0,1.98
6gy9zv,motorista,2023.0,3.0,3,1.0,1.69
6gy9zv,motorista,2023.0,4.0,1,3.0,2.74
6gy9zv,motorista,2024.0,1.0,1,1.0,2.33
6gy9zv,motorista,2024.0,3.0,3,1.0,1.69
6gy9zv,motorista,2024.0,4.0,4,3.0,2.74
6gy9zv,motorista,2024.0,6.0,2,4.0,3.17
6gy9zw,motorista,2023.0,3.0,1,0.0,1.17
6gy9zw,motorista,2023.0,4.0,2,1.0,1.6
6gy9zw,motorista,2023.0,5.0,1,2.0,2.21
6gy9zw,motorista,2023.0,6.0,1,1.0,1.57
6gy9zw,motorista,2024.0,1.0,2,1.0,2.33
6gy9zw,motorista,2024.0,2.0,2,2.0,2.23
6gy9zw,motorista,2024.0,3.0,3,2.0,2.37
6gy9zw,motorista,2024.0,4.0,1,3.0,2.74
6gy9zw,motorista,2024.0,5.0,1,1.0,1.61
6gy9zw,motorista,2024.0,6.0,1,1.0,1.57
6gy9zx,motorista,2019.0,12.0,1,0.0,1.02
6gy9zx,motorista,2023.0,1.0,3,1.0,2.33
6gy9zx,motorista,2023.0,3.0,3,3.0,3.01
6gy9zx,motorista,2023.0,4.0,2,3.0,2.74
6gy9zx,motorista,2023.0,5.0,2,2.0,2.21
6gy9zx,motorista,2024.0,1.0,2,2.0,2.27
6gy9zx,motorista,2024.0,2.0,3,2.0,2.23
6gy9zx,motorista,2024.0,3.0,1,3.0,3.01
6gy9zx,motorista,2024.0,4.0,1,1.0,1.6
6gy9zx,motorista,2024.0,6.0,2,1.0,1.57
6gy9zy,motorista,2023.0,1.0,2,0.0,1.98
6gy9zy,motorista,2023.0,3.0,1,2.0,2.37
6gy9zy,motorista,2023.0,4.0,1,1.0,1.6
6gy9zy,motorista,2023.0,5.0,1,1.0,1.61
6gy9zy,motorista,2024.0,1.0,1,1.0,2.33
6gy9zy,motorista,2024.0,2.0,1,1.0,1.68
6gy9zy,motorista,2024.0,3.0,3,1.0,1.69
6gy9zy,motorista,2024.0,6.0,2,3.0,2.66
6gy9zz,motorista,2023.0,2.0,1,0.0,1.23
6gy9zz,motorista,2024.0,5.0,1,1.0,1.61
6gy9zz,motorista,2024.0,6.0,1,1.0,1.57
6gyb00,motorista,2024.0,6.0,1,0.0,1.07
6gyb05,motorista,2023.0,4.0,1,0.0,1.09
6gyb09,motorista,2023.0,3.0,1,0.0,1.17
6gyb09,motorista,2023.0,5.0,1,1.0,1.61
6gyb09,motorista,2024.0,4.0,1,1.0,1.6
6gyb0e,motorista,2023.0,6.0,1,0.0,1.07
6gyb0h,motorista,2023.0,2.0,1,0.0,1.23
6gyb0h,motorista,2024.0,1.0,1,1.0,2.33
6gyb0n,motorista,2023.0,4.0,1,0.0,1.09
6gyb0n,motorista,2024.0,1.0,1,1.0,2.33
6gyb0n,motorista,2024.0,6.0,1,1.0,1.57
6gyb0z,motorista,2024.0,6.0,1,0.0,1.07
6gyb12,motorista,2023.0,1.0,1,0.0,1.98
6gyb12,motorista,2023.0,3.0,1,1.0,1.69
6gyb12,motorista,2023.0,5.0,1,1.0,1.61
6gyb12,motorista,2024.0,5.0,1,1.0,1.61
6gyb1d,motorista,2023.0,4.0,1,0.0,1.09
6gyb1d,motorista,2023.0,5.0,1,1.0,1.61
6gyb1d,motorista,2023.0,6.0,1,1.0,1.57
6gyb1e,motorista,2024.0,1.0,1,0.0,1.98
6gyb1p,motorista,2023.0,2.0,1,0.0,1.23
6gyb1z,motorista,2023.0,2.0,1,0.0,1.23
6gyb21,motorista,2022.0,9.0,1,0.0,0.99
6gyb21,motorista,2023.0,1.0,1,1.0,2.33
6gyb26,motorista,2023.0,4.0,1,0.0,1.09
6gyb27,motorista,2024.0,3.0,1,0.0,1.17
6gyb2b,motorista,2023.0,4.0,1,0.0,1.09
6gyb2d,motorista,2023.0,2.0,1,0.0,1.23
6gyb2e,motorista,2023.0,4.0,1,0.0,1.09
6gyb2e,motorista,2024.0,5.0,1,1.0,1.61
6gyb2f,motorista,2023.0,2.0,1,0.0,1.23
6gyb2f,motorista,2023.0,6.0,1,1.0,1.57
6gyb2k,motorista,2023.0,3.0,1,0.0,1.17
6gyb2q,motorista,2023.0,3.0,1,0.0,1.17
6gyb2t,motorista,2023.0,1.0,1,0.0,1.98
6gyb2t,motorista,2023.0,4.0,1,1.0,1.6
6gyb2t,motorista,2023.0,6.0,1,1.0,1.57
6gyb2t,motorista,2024.0,2.0,1,1.0,1.68
6gyb2t,motorista,2024.0,4.0,1,1.0,1.6
6gyb2u,motorista,2023.0,1.0,1,0.0,1.98
6gyb2u,motorista,2023.0,3.0,1,1.0,1.69
6gyb2u,motorista,2023.0,4.0,1,1.0,1.6
6gyb2u,motorista,2023.0,6.0,1,1.0,1.57
6gyb2u,motorista,2024.0,3.0,1,1.0,1.69
6gyb2v,motorista,2022.0,12.0,1,0.0,1.02
6gyb2v,motorista,2023.0,1.0,1,1.0,2.33
6gyb2v,motorista,2023.0,5.0,1,1.0,1.61
6gyb2v,motorista,2023.0,6.0,1,1.0,1.57
6gyb2v,motorista,2024.0,5.0,1,1.0,1.61
6gyb2w,motorista,2023.0,1.0,4,0.0,1.98
6gyb2w,motorista,2023.0,2.0,2,4.0,3.3
6gyb2w,motorista,2023.0,3.0,3,2.0,2.37
6gyb2w,motorista,2023.0,4.0,4,3.0,2.74
6gyb2w,motorista,2023.0,5.0,3,4.0,3.38
6gyb2w,motorista,2023.0,6.0,1,3.0,2.66
6gyb2w,motorista,2024.0,2.0,2,1.0,1.68
6gyb2w,motorista,2024.0,3.0,1,2.0,2.37
6gyb2w,motorista,2024.0,4.0,2,1.0,1.6
6gyb2x,motorista,2023.0,1.0,2,0.0,1.98
6gyb2x,motorista,2024.0,6.0,1,2.0,2.17
6gyb2y,motorista,2023.0,2.0,1,0.0,1.23
6gyb2y,motorista,2023.0,3.0,1,1.0,1.69
6gyb2y,motorista,2023.0,5.0,2,1.0,1.61
6gyb2y,motorista,2023.0,6.0,2,2.0,2.17
6gyb2y,motorista,2024.0,1.0,2,2.0,2.27
6gyb2y,motorista,2024.0,2.0,1,2.0,2.23
6gyb2y,motorista,2024.0,3.0,2,1.0,1.69
6gyb2y,motorista,2024.0,4.0,1,2.0,2.13
6gyb2y,motorista,2024.0,5.0,1,1.0,1.61
6gyb30,motorista,2023.0,3.0,1,0.0,1.17
6gyb30,motorista,2024.0,1.0,1,1.0,2.33
6gyb30,motorista,2024.0,3.0,2,1.0,1.69
6gyb30,motorista,2024.0,4.0,1,2.0,2.13
6gyb30,motorista,2024.0,6.0,1,1.0,1.57
6gyb31,motorista,2023.0,2.0,1,0.0,1.23
6gyb31,motorista,2023.0,4.0,1,1.0,1.6
6gyb31,motorista,2023.0,5.0,1,1.0,1.61
6gyb31,motorista,2024.0,2.0,2,1.0,1.68
6gyb31,motorista,2024.0,3.0,1,2.0,2.37
6gyb33,motorista,2024.0,5.0,1,0.0,1.1
6gyb34,motorista,2022.0,12.0,1,0.0,1.02
6gyb34,motorista,2023.0,2.0,2,1.0,1.68
6gyb3j,motorista,2024.0,5.0,1,0.0,1.1
6gyb3k,motorista,2023.0,1.0,1,0.0,1.98
6gyb3k,motorista,2023.0,4.0,1,1.0,1.6
6gyb3k,motorista,2023.0,5.0,4,1.0,1.61
6gyb3k,motorista,2023.0,6.0,1,4.0,3.17
6gyb3k,motorista,2024.0,5.0,1,1.0,1.61
6gyb3m,motorista,2024.0,3.0,1,0.0,1.17
6gyb3m,motorista,2024.0,4.0,1,1.0,1.6
6gyb3n,motorista,2023.0,2.0,1,0.0,1.23
6gyb3n,motorista,2023.0,3.0,1,1.0,1.69
6gyb3n,motorista,2023.0,4.0,1,1.0,1.6
6gyb3n,motorista,2024.0,3.0,1,1.0,1.69
6gyb3n,motorista,2024.0,4.0,2,1.0,1.6
6gyb3p,motorista,2023.0,5.0,1,0.0,1.1
6gyb3p,motorista,2024.0,3.0,1,1.0,1.69
6gyb3y,motorista,2023.0,6.0,1,0.0,1.07
6gyb4m,motorista,2023.0,3.0,1,0.0,1.17
6gyb4m,motorista,2024.0,3.0,2,1.0,1.69
6gyb4m,motorista,2024.0,5.0,3,2.0,2.21
6gyb4p,motorista,2023.0,4.0,1,0.0,1.09
6gyb4r,motorista,2023.0,5.0,1,0.0,1.1
6gyb4v,motorista,2023.0,3.0,2,0.0,1.17
6gyb4v,motorista,2024.0,3.0,1,2.0,2.37
6gyb62,motorista,2023.0,5.0,1,0.0,1.1
6gyb62,motorista,2024.0,6.0,1,1.0,1.57
6gyb6j,motorista,2023.0,2.0,1,0.0,1.23
6gyb76,motorista,2024.0,5.0,1,0.0,1.1
6gyb77,motorista,2024.0,4.0,1,0.0,1.09
6gyb7h,motorista,2024.0,1.0,1,0.0,1.98
6gyb7s,motorista,2023.0,3.0,1,0.0,1.17
6gyb7s,motorista,2024.0,1.0,1,1.0,2.33
6gyb7z,motorista,2024.0,6.0,1,0.0,1.07
6gyb82,motorista,2023.0,1.0,1,0.0,1.98
6gyb82,motorista,2024.0,3.0,1,1.0,1.69
6gyb83,motorista,2023.0,6.0,1,0.0,1.07
6gyb83,motorista,2024.0,2.0,1,1.0,1.68
6gyb86,motorista,2023.0,2.0,1,0.0,1.23
6gyb86,motorista,2023.0,3.0,1,1.0,1.69
6gyb86,motorista,2023.0,6.0,1,1.0,1.57
6gyb86,motorista,2024.0,2.0,1,1.0,1.68
6gyb86,motorista,2024.0,6.0,1,1.0,1.57
6gyb89,motorista,2023.0,4.0,1,0.0,1.09
6gyb8c,motorista,2023.0,2.0,1,0.0,1.23
6gyb8c,motorista,2023.0,6.0,1,1.0,1.57
6gyb8c,motorista,2024.0,4.0,1,1.0,1.6
6gyb8d,motorista,2023.0,3.0,1,0.0,1.17
6gyb8d,motorista,2023.0,5.0,1,1.0,1.61
6gyb8d,motorista,2024.0,2.0,1,1.0,1.68
6gyb8d,motorista,2024.0,6.0,1,1.0,1.57
6gyb8e,motorista,2023.0,3.0,1,0.0,1.17
6gyb8e,motorista,2023.0,5.0,1,1.0,1.61
6gyb8e,motorista,2024.0,3.0,1,1.0,1.69
6gyb8k,motorista,2023.0,1.0,1,0.0,1.98
6gyb8k,motorista,2023.0,3.0,1,1.0,1.69
6gyb8k,motorista,2024.0,4.0,2,1.0,1.6
6gyb8k,motorista,2024.0,5.0,1,2.0,2.21
6gyb8k,motorista,2024.0,6.0,3,1.0,1.57
6gyb8r,motorista,2023.0,1.0,1,0.0,1.98
6gyb8s,motorista,2023.0,1.0,2,0.0,1.98
6gyb8s,motorista,2023.0,6.0,1,2.0,2.17
6gyb8s,motorista,2024.0,2.0,1,1.0,1.68
6gyb8s,motorista,2024.0,3.0,2,1.0,1.69
6gyb8s,motorista,2024.0,6.0,1,2.0,2.17
6gyb8t,motorista,2024.0,1.0,1,0.0,1.98
6gyb8t,motorista,2024.0,6.0,1,1.0,1.57
6gyb8u,motorista,2023.0,1.0,1,0.0,1.98
6gyb8u,motorista,2023.0,3.0,1,1.0,1.69
6gyb8u,motorista,2024.0,5.0,1,1.0,1.61
6gyb8v,motorista,2023.0,3.0,2,0.0,1.17
6gyb8v,motorista,2023.0,5.0,1,2.0,2.21
6gyb8v,motorista,2024.0,3.0,1,1.0,1.69
6gyb8w,motorista,2023.0,4.0,1,0.0,1.09
6gyb8x,motorista,2023.0,1.0,1,0.0,1.98
6gyb8x,motorista,2024.0,4.0,1,1.0,1.6
6gyb8x,motorista,2024.0,5.0,1,1.0,1.61
6gyb8y,motorista,2023.0,1.0,1,0.0,1.98
6gyb8z,motorista,2023.0,1.0,1,0.0,1.98
6gyb8z,motorista,2023.0,2.0,1,1.0,1.68
6gyb8z,motorista,2023.0,3.0,3,1.0,1.69
6gyb8z,motorista,2023.0,4.0,1,3.0,2.74
6gyb8z,motorista,2024.0,1.0,1,1.0,2.33
6gyb8z,motorista,2024.0,2.0,3,1.0,1.68
6gyb8z,motorista,2024.0,4.0,1,3.0,2.74
6gyb8z,motorista,2024.0,6.0,1,1.0,1.57
6gyb8z,pedestre,2023.0,4.0,1,0.0,1.09
6gyb90,motorista,2023.0,1.0,1,0.0,1.98
6gyb90,motorista,2023.0,3.0,2,1.0,1.69
6gyb90,motorista,2023.0,5.0,1,2.0,2.21
6gyb92,motorista,2023.0,1.0,1,0.0,1.98
6gyb92,motorista,2023.0,5.0,1,1.0,1.61
6gyb93,motorista,2023.0,2.0,1,0.0,1.23
6gyb94,motorista,2023.0,2.0,3,0.0,1.23
6gyb94,motorista,2023.0,3.0,2,3.0,3.01
6gyb94,motorista,2023.0,4.0,2,2.0,2.13
6gyb94,motorista,2023.0,5.0,2,2.0,2.21
6gyb94,motorista,2023.0,6.0,2,2.0,2.17
6gyb94,motorista,2024.0,2.0,1,2.0,2.23
6gyb94,motorista,2024.0,3.0,1,1.0,1.69
6gyb94,motorista,2024.0,4.0,1,1.0,1.6
6gyb94,motorista,2024.0,5.0,1,1.0,1.61
6gyb95,motorista,2023.0,2.0,1,0.0,1.23
6gyb95,motorista,2023.0,3.0,2,1.0,1.69
6gyb95,motorista,2023.0,4.0,1,2.0,2.13
6gyb95,motorista,2023.0,6.0,1,1.0,1.57
6gyb95,motorista,2024.0,3.0,1,1.0,1.69
6gyb95,motorista,2024.0,6.0,1,1.0,1.57
6gyb9b,motorista,2023.0,4.0,1,0.0,1.09
6gyb9h,motorista,2023.0,1.0,1,0.0,1.98
6gyb9n,motorista,2023.0,2.0,1,0.0,1.23
6gyb9n,motorista,2023.0,3.0,2,1.0,1.69
6gyb9n,motorista,2023.0,4.0,2,2.0,2.13
6gyb9n,motorista,2023.0,5.0,1,2.0,2.21
6gyb9n,motorista,2024.0,4.0,1,1.0,1.6
6gyb9n,motorista,2024.0,6.0,2,1.0,1.57
6gyb9p,motorista,2023.0,1.0,1,0.0,1.98
6gyb9p,motorista,2023.0,5.0,2,1.0,1.61
6gyb9p,motorista,2023.0,6.0,2,2.0,2.17
6gyb9p,motorista,2024.0,1.0,1,2.0,2.27
6gyb9p,motorista,2024.0,3.0,1,1.0,1.69
6gyb9q,motorista,2023.0,2.0,1,0.0,1.23
6gyb9q,motorista,2023.0,3.0,1,1.0,1.69
6gyb9q,motorista,2024.0,6.0,1,1.0,1.57
6gyb9r,motorista,2023.0,5.0,1,0.0,1.1
6gyb9s,motorista,2023.0,1.0,1,0.0,1.98
6gyb9s,motorista,2023.0,2.0,1,1.0,1.68
6gyb9s,motorista,2023.0,4.0,1,1.0,1.6
6gyb9s,motorista,2024.0,1.0,1,1.0,2.33
6gyb9s,motorista,2024.0,4.0,1,1.0,1.6
6gyb9t,motorista,2023.0,6.0,1,0.0,1.07
6gyb9t,motorista,2024.0,1.0,1,1.0,2.33
6gyb9t,motorista,2024.0,5.0,1,1.0,1.61
6gyb9t,motorista,2024.0,6.0,1,1.0,1.57
6gyb9v,motorista,2023.0,3.0,1,0.0,1.17
6gyb9v,motorista,2023.0,5.0,2,1.0,1.61
6gyb9w,motorista,2023.0,1.0,1,0.0,1.98
6gyb9w,motorista,2023.0,2.0,6,1.0,1.68
6gyb9w,motorista,2023.0,3.0,1,6.0,5.12
6gyb9w,motorista,2023.0,4.0,1,1.0,1.6
6gyb9w,motorista,2023.0,5.0,1,1.0,1.61
6gyb9w,motorista,2024.0,2.0,1,1.0,1.68
6gyb9w,motorista,2024.0,4.0,1,1.0,1.6
6gyb9w,motorista,2024.0,5.0,1,1.0,1.61
6gyb9w,motorista,2024.0,6.0,2,1.0,1.57
6gyb9x,motorista,2023.0,1.0,3,0.0,1.98
6gyb9x,motorista,2023.0,3.0,1,3.0,3.01
6gyb9x,motorista,2023.0,6.0,2,1.0,1.57
6gyb9x,motorista,2024.0,1.0,1,2.0,2.27
6gyb9x,motorista,2024.0,2.0,2,1.0,1.68
6gyb9x,motorista,2024.0,3.0,1,2.0,2.37
6gyb9x,motorista,2024.0,5.0,3,1.0,1.61
6gyb9z,motorista,2023.0,3.0,1,0.0,1.17
6gyb9z,motorista,2023.0,6.0,3,1.0,1.57
6gyb9z,motorista,2024.0,2.0,1,3.0,2.81
6gyb9z,motorista,2024.0,4.0,3,1.0,1.6
6gyb9z,motorista,2024.0,5.0,1,3.0,2.81
6gyb9z,motorista,2024.0,6.0,1,1.0,1.57
6gybb8,motorista,2023.0,2.0,2,0.0,1.23
6gybb8,motorista,2023.0,3.0,2,2.0,2.37
6gybbb,motorista,2021.0,6.0,1,0.0,1.07
6gybbb,motorista,2023.0,1.0,1,1.0,2.33
6gybbb,motorista,2023.0,2.0,1,1.0,1.68
6gybbb,motorista,2023.0,3.0,1,1.0,1.69
6gybbb,motorista,2023.0,4.0,6,1.0,1.6
6gybbb,motorista,2023.0,5.0,2,6.0,4.77
6gybbb,motorista,2023.0,6.0,4,2.0,2.17
6gybbb,motorista,2024.0,1.0,3,4.0,3.07
6gybbb,motorista,2024.0,3.0,3,3.0,3.01
6gybbb,motorista,2024.0,5.0,3,3.0,2.81
6gybbb,motorista,2024.0,6.0,3,3.0,2.66
6gybbc,motorista,2023.0,1.0,3,0.0,1.98
6gybbc,motorista,2023.0,2.0,1,3.0,2.81
6gybbc,motorista,2023.0,3.0,3,1.0,1.69
6gybbc,motorista,2023.0,6.0,2,3.0,2.66
6gybbc,motorista,2024.0,1.0,1,2.0,2.27
6gybbc,motorista,2024.0,2.0,2,1.0,1.68
6gybbc,motorista,2024.0,4.0,1,2.0,2.13
6gybbc,motorista,2024.0,5.0,3,1.0,1.61
6gybbc,motorista,2024.0,6.0,2,3.0,2.66
6gybbf,motorista,2023.0,1.0,1,0.0,1.98
6gybbf,motorista,2023.0,2.0,2,1.0,1.68
6gybbf,motorista,2023.0,3.0,1,2.0,2.37
6gybbf,motorista,2023.0,5.0,3,1.0,1.61
6gybbf,motorista,2024.0,6.0,1,3.0,2.66
6gybbg,motorista,2022.0,10.0,1,0.0,1.0
6gybbg,motorista,2023.0,4.0,1,1.0,1.6
6gybbp,motorista,2014.0,3.0,1,0.0,1.17
6gybby,motorista,2023.0,2.0,1,0.0,1.23
6gybby,motorista,2023.0,5.0,1,1.0,1.61
6gybby,motorista,2023.0,6.0,2,1.0,1.57
6gybbz,motorista,2023.0,4.0,1,0.0,1.09
6gybbz,motorista,2023.0,6.0,1,1.0,1.57
6gybbz,motorista,2024.0,5.0,3,1.0,1.61
6gybc0,motorista,2023.0,1.0,1,0.0,1.98
6gybc0,motorista,2023.0,3.0,1,1.0,1.69
6gybc0,motorista,2023.0,5.0,1,1.0,1.61
6gybc0,motorista,2024.0,3.0,1,1.0,1.69
6gybc1,motorista,2022.0,12.0,1,0.0,1.02
6gybc1,motorista,2023.0,2.0,2,1.0,1.68
6gybc1,motorista,2023.0,3.0,1,2.0,2.37
6gybc1,motorista,2023.0,4.0,3,1.0,1.6
6gybc1,motorista,2023.0,5.0,1,3.0,2.81
6gybc1,motorista,2024.0,1.0,1,1.0,2.33
6gybc1,motorista,2024.0,2.0,1,1.0,1.68
6gybc1,motorista,2024.0,3.0,1,1.0,1.69
6gybc1,motorista,2024.0,6.0,2,1.0,1.57
6gybc2,motorista,2023.0,3.0,1,0.0,1.17
6gybc2,motorista,2023.0,4.0,2,1.0,1.6
6gybc2,motorista,2023.0,5.0,2,2.0,2.21
6gybc2,motorista,2023.0,6.0,5,2.0,2.17
6gybc2,motorista,2024.0,1.0,1,5.0,3.5
6gybc2,motorista,2024.0,2.0,4,1.0,1.68
6gybc2,motorista,2024.0,3.0,4,4.0,3.42
6gybc2,motorista,2024.0,4.0,1,4.0,3.3
6gybc2,motorista,2024.0,5.0,3,1.0,1.61
6gybc3,motorista,2023.0,1.0,3,0.0,1.98
6gybc3,motorista,2023.0,2.0,1,3.0,2.81
6gybc3,motorista,2023.0,3.0,1,1.0,1.69
6gybc3,motorista,2023.0,4.0,2,1.0,1.6
6gybc3,motorista,2023.0,6.0,1,2.0,2.17
6gybc3,motorista,2024.0,1.0,3,1.0,2.33
6gybc3,motorista,2024.0,3.0,2,3.0,3.01
6gybc3,motorista,2024.0,5.0,1,2.0,2.21
6gybc3,motorista,2024.0,6.0,2,1.0,1.57
6gybc4,motorista,2023.0,1.0,2,0.0,1.98
6gybc4,motorista,2023.0,2.0,3,2.0,2.23
6gybc4,motorista,2023.0,3.0,2,3.0,3.01
6gybc4,motorista,2023.0,4.0,4,2.0,2.13
6gybc4,motorista,2023.0,5.0,5,4.0,3.38
6gybc4,motorista,2024.0,1.0,1,5.0,3.5
6gybc4,motorista,2024.0,2.0,2,1.0,1.68
6gybc4,motorista,2024.0,3.0,1,2.0,2.37
6gybc5,motorista,2023.0,4.0,2,0.0,1.09
6gybc5,motorista,2023.0,5.0,3,2.0,2.21
6gybc5,motorista,2023.0,6.0,3,3.0,2.66
6gybc5,motorista,2023.0,11.0,1,3.0,1.08
6gybc5,motorista,2024.0,1.0,1,1.0,2.33
6gybc5,motorista,2024.0,4.0,3,1.0,1.6
6gybc5,motorista,2024.0,5.0,2,3.0,2.81
6gybc5,motorista,2024.0,6.0,1,2.0,2.17
6gybc6,motorista,2023.0,1.0,2,0.0,1.98
6gybc6,motorista,2023.0,2.0,1,2.0,2.23
6gybc6,motorista,2023.0,5.0,1,1.0,1.61
6gybc6,motorista,2024.0,1.0,3,1.0,2.33
6gybc6,motorista,2024.0,2.0,2,3.0,2.81
6gybc6,motorista,2024.0,3.0,2,2.0,2.37
6gybc6,motorista,2024.0,4.0,2,2.0,2.13
6gybc6,motorista,2024.0,6.0,1,2.0,2.17
6gybc7,motorista,2023.0,1.0,2,0.0,1.98
6gybc7,motorista,2023.0,2.0,1,2.0,2.23
6gybc7,motorista,2023.0,3.0,2,1.0,1.69
6gybc7,motorista,2023.0,5.0,2,2.0,2.21
6gybc7,motorista,2023.0,6.0,2,2.0,2.17
6gybc7,motorista,2024.0,1.0,1,2.0,2.27
6gybc7,motorista,2024.0,2.0,2,1.0,1.68
6gybc7,motorista,2024.0,3.0,3,2.0,2.37
6gybc7,motorista,2024.0,4.0,1,3.0,2.74
6gybc7,motorista,2024.0,5.0,3,1.0,1.61
6gybc7,motorista,2024.0,6.0,2,3.0,2.66
6gybc8,motorista,2023.0,1.0,1,0.0,1.98
6gybc8,motorista,2023.0,2.0,3,1.0,1.68
6gybc8,motorista,2023.0,3.0,4,3.0,3.01
6gybc8,motorista,2023.0,4.0,4,4.0,3.3
6gybc8,motorista,2024.0,2.0,3,4.0,3.3
6gybc8,motorista,2024.0,3.0,4,3.0,3.01
6gybc8,motorista,2024.0,4.0,1,4.0,3.3
6gybc8,motorista,2024.0,5.0,3,1.0,1.61
6gybc8,motorista,2024.0,6.0,3,3.0,2.66
6gybc9,motorista,2023.0,1.0,1,0.0,1.98
6gybc9,motorista,2023.0,3.0,1,1.0,1.69
6gybc9,motorista,2023.0,4.0,1,1.0,1.6
6gybc9,motorista,2023.0,5.0,2,1.0,1.61
6gybc9,motorista,2023.0,6.0,1,2.0,2.17
6gybc9,motorista,2024.0,1.0,2,1.0,2.33
6gybc9,motorista,2024.0,2.0,2,2.0,2.23
6gybc9,motorista,2024.0,3.0,1,2.0,2.37
6gybc9,motorista,2024.0,4.0,1,1.0,1.6
6gybc9,motorista,2024.0,6.0,2,1.0,1.57
6gybcb,motorista,2023.0,1.0,5,0.0,1.98
6gybcb,motorista,2023.0,2.0,4,5.0,3.94
6gybcb,motorista,2023.0,3.0,2,4.0,3.42
6gybcb,motorista,2023.0,4.0,2,2.0,2.13
6gybcb,motorista,2023.0,5.0,4,2.0,2.21
6gybcb,motorista,2023.0,6.0,2,4.0,3.17
6gybcb,motorista,2024.0,1.0,4,2.0,2.27
6gybcb,motorista,2024.0,2.0,3,4.0,3.3
6gybcb,motorista,2024.0,3.0,1,3.0,3.01
6gybcb,motorista,2024.0,4.0,5,1.0,1.6
6gybcb,motorista,2024.0,5.0,6,5.0,4.11
6gybcb,motorista,2024.0,6.0,8,6.0,4.41
6gybcc,motorista,2023.0,2.0,1,0.0,1.23
6gybcc,motorista,2023.0,5.0,2,1.0,1.61
6gybcc,motorista,2024.0,3.0,1,2.0,2.37
6gybcc,motorista,2024.0,5.0,1,1.0,1.61
6gybcc,motorista,2024.0,6.0,1,1.0,1.57
6gybcd,motorista,2022.0,7.0,1,0.0,0.99
6gybcd,motorista,2023.0,1.0,1,1.0,2.33
6gybcd,motorista,2023.0,5.0,1,1.0,1.61
6gybcd,motorista,2023.0,6.0,1,1.0,1.57
6gybcd,motorista,2024.0,1.0,1,1.0,2.33
6gybcd,motorista,2024.0,2.0,2,1.0,1.68
6gybcd,motorista,2024.0,3.0,1,2.0,2.37
6gybce,motorista,2023.0,1.0,2,0.0,1.98
6gybce,motorista,2023.0,2.0,3,2.0,2.23
6gybce,motorista,2023.0,3.0,3,3.0,3.01
6gybce,motorista,2023.0,4.0,3,3.0,2.74
6gybce,motorista,2023.0,5.0,1,3.0,2.81
6gybce,motorista,2023.0,6.0,2,1.0,1.57
6gybce,motorista,2023.0,12.0,1,2.0,1.04
6gybce,motorista,2024.0,1.0,4,1.0,2.33
6gybce,motorista,2024.0,2.0,5,4.0,3.3
6gybce,motorista,2024.0,3.0,3,5.0,4.41
6gybce,motorista,2024.0,4.0,6,3.0,2.74
6gybce,motorista,2024.0,5.0,3,6.0,4.77
6gybce,motorista,2024.0,6.0,2,3.0,2.66
6gybcf,motorista,2023.0,1.0,2,0.0,1.98
6gybcf,motorista,2023.0,2.0,1,2.0,2.23
6gybcf,motorista,2023.0,3.0,3,1.0,1.69
6gybcf,motorista,2023.0,4.0,5,3.0,2.74
6gybcf,motorista,2023.0,5.0,2,5.0,4.11
6gybcf,motorista,2023.0,6.0,1,2.0,2.17
6gybcf,motorista,2024.0,2.0,1,1.0,1.68
6gybcf,motorista,2024.0,3.0,6,1.0,1.69
6gybcf,motorista,2024.0,4.0,1,6.0,4.43
6gybcf,motorista,2024.0,5.0,5,1.0,1.61
6gybcf,motorista,2024.0,6.0,6,5.0,3.81
6gybcg,motorista,2023.0,1.0,4,0.0,1.98
6gybcg,motorista,2023.0,3.0,1,4.0,3.42
6gybcg,motorista,2023.0,4.0,3,1.0,1.6
6gybcg,motorista,2023.0,5.0,4,3.0,2.81
6gybcg,motorista,2023.0,6.0,7,4.0,3.17
6gybcg,motorista,2024.0,1.0,5,7.0,4.39
6gybcg,motorista,2024.0,2.0,6,5.0,3.94
6gybcg,motorista,2024.0,3.0,4,6.0,5.12
6gybcg,motorista,2024.0,4.0,7,4.0,3.3
6gybcg,motorista,2024.0,5.0,8,7.0,5.48
6gybcg,motorista,2024.0,6.0,3,8.0,5.38
6gybch,motorista,2023.0,1.0,3,0.0,1.98
6gybch,motorista,2023.0,2.0,2,3.0,2.81
6gybch,motorista,2023.0,3.0,1,2.0,2.37
6gybch,motorista,2023.0,4.0,3,1.0,1.6
6gybch,motorista,2023.0,5.0,2,3.0,2.81
6gybch,motorista,2023.0,6.0,1,2.0,2.17
6gybch,motorista,2024.0,1.0,2,1.0,2.33
6gybch,motorista,2024.0,2.0,1,2.0,2.23
6gybch,motorista,2024.0,3.0,2,1.0,1.69
6gybch,motorista,2024.0,4.0,1,2.0,2.13
6gybch,motorista,2024.0,5.0,1,1.0,1.61
6gybch,motorista,2024.0,6.0,2,1.0,1.57
6gybcj,motorista,2023.0,1.0,1,0.0,1.98
6gybcj,motorista,2023.0,2.0,2,1.0,1.68
